1_r1_smiles,1_r2_smiles,1_reaction,2_r1_smiles,2_r2_smiles,2_reaction,compound_set,date,error_message,error_type,hit1,hit2,inchi_key,input_num,num_placed,num_successful,route_uuid,smiles,template,time,to_hippo,total_num_products_enumstereo,total_num_unique_products
,,,,,,x1140_0A-x1498_0A_427-I,20240925,No routes found for CC(O)(c1cccnc1)c1cc(-c2ccc3c(c2)OCO3)no1.,NoSynthesisRoute,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1498_0A,QVWVCUKBWGDPHI-UHFFFAOYSA-N,648,,,,CC(O)(c1cccnc1)c1cc(-c2ccc3c(c2)OCO3)no1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,2329,,,
O=C(O)CCN1CCCCC1,Cc1cc(C(=O)NCCC(C)N)no1,Amidation,,,,x1052_1A-x1083_0A_96-P,20240927,,,D68EV3CPROA-x1052_1A,D68EV3CPROA-x1083_0A,KFAGSGVOJRJLAW-UHFFFAOYSA-N,242,390.0,0.0,9cCF9a,Cc1cc(C(=O)NCCC(C)NC(=O)CCN2CCCCC2)no1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1052_1A_apo-desolv.pdb,0256,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/KFAGSGVOJRJLAW-UHFFFAOYSA-N/KFAGSGVOJRJLAW-UHFFFAOYSA-N_9cCF9a_to_hippo.pkl.gz,390.0,81.0
O=C(O)c1cnnc2ccccc12,Nc1ccc(S(N)(=O)=O)cc1,Amidation,,,,x1594_0A-x1140_0A_376-0-R,20240926,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1140_0A,UWZSHYGBVFNMCX-UHFFFAOYSA-N,703,1075.0,149.0,7RhyWB,NS(=O)(=O)c1ccc(NC(=O)c2cnnc3ccccc23)cc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1140_0A_apo-desolv.pdb,0240,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/UWZSHYGBVFNMCX-UHFFFAOYSA-N/UWZSHYGBVFNMCX-UHFFFAOYSA-N_7RhyWB_to_hippo.pkl.gz,1075.0,988.0
,,,,,,x1071_0A-x1083_0A_75-P,20240925,No atoms found involved in reaction Buchwald-Hartwig_amidation_with_amide-like_nucleophile in mol CS(=O)(=O)NCC(=O)N1CCCCC1 and CC(C)Oc1cccc(I)c1,SMARTSError,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,RMGHXXGYCKJOOJ-UHFFFAOYSA-N,399,,,,CC(C)Oc1cccc(N(CC(=O)N2CCCCC2)S(C)(=O)=O)c1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,2125,,,
c1ccn2c(C3CCNCC3)nnc2c1,O=C(CCCl)Nc1ccc2c(c1)OCO2,Nucleophilic_substitution_with_amine,,,,x1594_0A-x2021_0A_75-P,20240927,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,COQOPAQARCKMPG-UHFFFAOYSA-N,416,2.0,0.0,BVacDF,O=C(CCN1CCC(c2nnc3ccccn23)CC1)Nc1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0047,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/COQOPAQARCKMPG-UHFFFAOYSA-N/COQOPAQARCKMPG-UHFFFAOYSA-N_BVacDF_to_hippo.pkl.gz,2.0,2.0
NCc1ccccc1N1CCCCC1,CCCOCCS(=O)(=O)Cl,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1083_0A-x1919_0A_5-P,20240927,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1083_0A,D68EV3CPROA-x1919_0A,RIZYTVWGDWSXAH-UHFFFAOYSA-N,365,,,Kaw2Wo,CCCOCCS(=O)(=O)NCc1ccccc1N1CCCCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0941,,,
c1cc2c(cc1CNC1CCCC1)OCO2,Nc1cccn2cnnc12,Formation_of_urea_from_two_amines,,,,x1594_0A-x1140_0A_56-P,20240925,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1140_0A,YZVXFNROGRIIQP-UHFFFAOYSA-N,50,36.0,1.0,jXzsHZ,O=C(Nc1cccn2cnnc12)N(Cc1ccc2c(c1)OCO2)C1CCCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1848,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/YZVXFNROGRIIQP-UHFFFAOYSA-N/YZVXFNROGRIIQP-UHFFFAOYSA-N_jXzsHZ_to_hippo.pkl.gz,36.0,32.0
c1cc2c(cc1C1CO1)OCO2,OC(CNCCc1nnc2ccccn12)c1ccc2c(c1)OCO2,Epoxide_+_amine_coupling,,,,x1594_0A-x1919_0A_85-P,20240925,Scaffold was not found in the scaffold names of the HIPPO output at /opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/WXKPJYMZBOBKQH-UHFFFAOYSA-N/WXKPJYMZBOBKQH-UHFFFAOYSA-N_yZgY2D_to_hippo.pkl.gz.Most likely due to an incorrectly written SMIRKS.,NoScaffold,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1919_0A,WXKPJYMZBOBKQH-UHFFFAOYSA-N,73,3.0,0.0,yZgY2D,OCC(c1ccc2c(c1)OCO2)N(CCc1nnc2ccccn12)CC(O)c1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1919_0A_apo-desolv.pdb,1844,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/WXKPJYMZBOBKQH-UHFFFAOYSA-N/WXKPJYMZBOBKQH-UHFFFAOYSA-N_yZgY2D_to_hippo.pkl.gz,3.0,1.0
NCC12COCC1CN(Cc1ccncc1)C2,CCS(=O)(=O)Cl,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1498_0A-x1140_0A_153-P,20240925,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1140_0A,CTQISFRGOSKEOX-UHFFFAOYSA-N,54,,,JoDyLS,CCS(=O)(=O)NCC12COCC1CN(Cc1ccncc1)C2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,1901,,,
C.O[CH:1]=[O:2],NCC12COCC1CN(Cc1ccncc1)C2,Amidation,,,,x1498_0A-x1140_0A_153-P,20240925,Scaffold was not found in the scaffold names of the HIPPO output at /opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/CTQISFRGOSKEOX-UHFFFAOYSA-N/CTQISFRGOSKEOX-UHFFFAOYSA-N_oozFex_to_hippo.pkl.gz.Most likely due to an incorrectly written SMIRKS.,NoScaffold,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1140_0A,CTQISFRGOSKEOX-UHFFFAOYSA-N,54,3556.0,11.0,oozFex,CCS(=O)(=O)NCC12COCC1CN(Cc1ccncc1)C2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,1901,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/CTQISFRGOSKEOX-UHFFFAOYSA-N/CTQISFRGOSKEOX-UHFFFAOYSA-N_oozFex_to_hippo.pkl.gz,3556.0,604.0
,,,,,,x1498_0A-x1083_0A_491-P,20240925,Scaffold could not be minimised.,ScaffoldPlacementError,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1083_0A,ZOUUWNQCUXUODG-UHFFFAOYSA-N,383,,,,CC(C)(C)c1cncc(C(=O)NC(CO)CN2CCCCC2)c1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,2120,,,
O=C(O)c1ccc2c(c1)OCO2,NCCc1nnc2ccccn12,Amidation,,,,x1594_0A-x1919_0A_156-P,20240925,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1919_0A,CVHVBRNBELFYRI-UHFFFAOYSA-N,75,316.0,85.0,hpn6UM,O=C(NCCc1nnc2ccccn12)c1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1919_0A_apo-desolv.pdb,1912,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/CVHVBRNBELFYRI-UHFFFAOYSA-N/CVHVBRNBELFYRI-UHFFFAOYSA-N_hpn6UM_to_hippo.pkl.gz,316.0,233.0
O=C(O)c1ccc2c(c1)OCO2,NCc1nnc2ccccn12,Amidation,,,,x1140_0A-x1594_0A_37-P,20240930,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1594_0A,PFASIYQITCNOEG-UHFFFAOYSA-N,5,2711.0,1490.0,HeSWDQ,O=C(NCc1nnc2ccccn12)c1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0252,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/PFASIYQITCNOEG-UHFFFAOYSA-N/PFASIYQITCNOEG-UHFFFAOYSA-N_HeSWDQ_to_hippo.pkl.gz,2711.0,1562.0
O=C(C1CCC2(CC2)C1)N1CCCNCC1,CS(=O)(=O)NCC(=O)O,Amidation,,,,x1071_0A-x1083_0A_433-I,20240926,,,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,DXRXUAWRXMWEQD-UHFFFAOYSA-N,675,624.0,87.0,mUaNWo,CS(=O)(=O)NCC(=O)N1CCCN(C(=O)C2CCC3(CC3)C2)CC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0612,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/DXRXUAWRXMWEQD-UHFFFAOYSA-N/DXRXUAWRXMWEQD-UHFFFAOYSA-N_mUaNWo_to_hippo.pkl.gz,624.0,197.0
O=C(O)c1c[nH]nc1-c1ccccn1,NCc1ccc2c(c1)OCO2,Amidation,,,,x1140_0A-x1498_0A_401-P,20240927,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1498_0A,QBMHPDXWWOVDBV-UHFFFAOYSA-N,370,4047.0,145.0,jEnQhm,O=C(NCc1ccc2c(c1)OCO2)c1c[nH]nc1-c1ccccn1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,1015,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/QBMHPDXWWOVDBV-UHFFFAOYSA-N/QBMHPDXWWOVDBV-UHFFFAOYSA-N_jEnQhm_to_hippo.pkl.gz,4047.0,2158.0
Sc1nnc2ccccn12,CC(Cl)C(=O)NCc1ccc2c(c1)OCO2,Nucleophilic_substitution_with_thiol,,,,x1140_0A-x1594_0A_38-P,20240927,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1594_0A,MRJVFURHFFJDOW-UHFFFAOYSA-N,369,52.0,25.0,Np3X87,CC(Sc1nnc2ccccn12)C(=O)NCc1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0942,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/MRJVFURHFFJDOW-UHFFFAOYSA-N/MRJVFURHFFJDOW-UHFFFAOYSA-N_Np3X87_to_hippo.pkl.gz,52.0,26.0
NCC1(N)CC1,CC(C(=O)O)C1CC1,Amidation,,,,x1020_0A-x0130_0A_172-I,20240927,,,D68EV3CPROA-x1020_0A,D68EV3CPROA-x0130_0A,BMPFHVTUGQNWQM-UHFFFAOYSA-N,577,10000.0,0.0,JHhDQo,CC(C(=O)NC1(CN)CC1)C1CC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0130_0A_apo-desolv.pdb,1026,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/BMPFHVTUGQNWQM-UHFFFAOYSA-N/BMPFHVTUGQNWQM-UHFFFAOYSA-N_JHhDQo_to_hippo.pkl.gz,86405.0,8967.0
O=C(O)C1CCC1,COC(=O)NCC(=O)N1CCC(CCN)CC1,Amidation,,,,x1071_0A-x1083_0A_309-0-R,20240929,,,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,KFLXJJZGFMSTLG-UHFFFAOYSA-N,712,1182.0,567.0,DG3pXN,COC(=O)NCC(=O)N1CCC(CCNC(=O)C2CCC2)CC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0625,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/KFLXJJZGFMSTLG-UHFFFAOYSA-N/KFLXJJZGFMSTLG-UHFFFAOYSA-N_DG3pXN_to_hippo.pkl.gz,1182.0,633.0
O=C(O)c1cncs1,CS(=O)(=O)NCC(=O)N1CC2C(N)C2C1,Amidation,,,,x1071_0A-x1498_0A_284-I,20240926,,,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1498_0A,KHVDUVHZEVZIHT-UHFFFAOYSA-N,442,1407.0,207.0,ECMhze,CS(=O)(=O)NCC(=O)N1CC2C(C1)C2NC(=O)c1cncs1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,0222,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/KHVDUVHZEVZIHT-UHFFFAOYSA-N/KHVDUVHZEVZIHT-UHFFFAOYSA-N_ECMhze_to_hippo.pkl.gz,1407.0,445.0
Nc1ccc2c(n1)OCCO2,Cc1ccc2nnc(C(=O)O)n2c1,Amidation,,,,x1594_0A-x2021_0A_313-I,20240927,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,OYQODJQXJUPFEA-UHFFFAOYSA-N,574,1.0,0.0,9UrToW,Cc1ccc2nnc(C(=O)Nc3ccc4c(n3)OCCO4)n2c1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0021,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/OYQODJQXJUPFEA-UHFFFAOYSA-N/OYQODJQXJUPFEA-UHFFFAOYSA-N_9UrToW_to_hippo.pkl.gz,1.0,1.0
c1cc2c(cc1C1CCCN1)OCO2,CCNS(=O)(=O)c1ccc(Cl)nc1,N-nucleophilic_aromatic_substitution,,,,x1498_0A-x1919_0A_148-P,20240928,,,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1919_0A,JVLJMMVMPLFRSE-UHFFFAOYSA-N,387,488.0,13.0,CQcYMm,CCNS(=O)(=O)c1ccc(N2CCCC2c2ccc3c(c2)OCO3)nc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,2230,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/JVLJMMVMPLFRSE-UHFFFAOYSA-N/JVLJMMVMPLFRSE-UHFFFAOYSA-N_CQcYMm_to_hippo.pkl.gz,488.0,232.0
,,,,,,x1498_0A-x1052_1A_274-I,20240925,No routes found for NC(=NN=C(N)c1ccncc1)c1ccncc1.,NoSynthesisRoute,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1052_1A,ZYTDSZDSBJVCQY-UHFFFAOYSA-N,654,,,,NC(=NN=C(N)c1ccncc1)c1ccncc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1052_1A_apo-desolv.pdb,2333,,,
O=C(O)CSc1nnc2ccccn12,CC(C)C(N)c1ccc2c(c1)OCCCO2,Amidation,,,,x1594_0A-x2021_0A_353-I,20240929,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,OKDYWEFECPTOFY-UHFFFAOYSA-N,679,14.0,4.0,SZAL2Y,CC(C)C(NC(=O)CSc1nnc2ccccn12)c1ccc2c(c1)OCCCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0037,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/OKDYWEFECPTOFY-UHFFFAOYSA-N/OKDYWEFECPTOFY-UHFFFAOYSA-N_SZAL2Y_to_hippo.pkl.gz,14.0,6.0
Cc1cc(CC(=O)O)no1,CN(CCN)C(=O)CN1CCCCC1,Amidation,,,,x1052_1A-x1083_0A_483-P,20240927,,,D68EV3CPROA-x1052_1A,D68EV3CPROA-x1083_0A,AIJZQCLLMIQLRS-UHFFFAOYSA-N,246,18.0,0.0,4EvJAn,Cc1cc(CC(=O)NCCN(C)C(=O)CN2CCCCC2)no1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1052_1A_apo-desolv.pdb,0108,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/AIJZQCLLMIQLRS-UHFFFAOYSA-N/AIJZQCLLMIQLRS-UHFFFAOYSA-N_4EvJAn_to_hippo.pkl.gz,18.0,18.0
NCC(=O)C1CCCC1,CN1CCOC(CS(=O)(=O)Cl)C1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1071_0A-x1083_0A_443-I,20240926,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,ZWRBRLXDLHSXEU-UHFFFAOYSA-N,642,,,ZBWtgA,CN1CCOC(CS(=O)(=O)NCC(=O)C2CCCC2)C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0010,,,
O=C(O)c1ccc2c(c1)OCO2,Nc1nnc2ccc(Br)cn12,Amidation,,,,x1594_0A-x2021_0A_106-P,20240926,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,DLFQFXSDIQWEHS-UHFFFAOYSA-N,273,60.0,25.0,3HRbxh,O=C(Nc1nnc2ccc(Br)cn12)c1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0113,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/DLFQFXSDIQWEHS-UHFFFAOYSA-N/DLFQFXSDIQWEHS-UHFFFAOYSA-N_3HRbxh_to_hippo.pkl.gz,60.0,60.0
O=C(O)c1ccc2c(n1)OCCO2,Nc1ccn2cnnc2c1,Amidation,,,,x1594_0A-x2021_0A_360-I,20240926,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,ATWNQXAJPVHVIF-UHFFFAOYSA-N,664,12.0,0.0,c5YoHj,O=C(Nc1ccn2cnnc2c1)c1ccc2c(n1)OCCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0051,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/ATWNQXAJPVHVIF-UHFFFAOYSA-N/ATWNQXAJPVHVIF-UHFFFAOYSA-N_c5YoHj_to_hippo.pkl.gz,12.0,12.0
O=C(Cc1cscn1)NC1CCCNC1,COC(=O)NC(C)C(=O)O,Amidation,,,,x1071_0A-x1498_0A_167-0-R,20240929,,,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1498_0A,FOUPYHQMUFWEDS-UHFFFAOYSA-N,687,2712.0,216.0,xrMk9D,COC(=O)NC(C)C(=O)N1CCCC(NC(=O)Cc2cscn2)C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,1902,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/FOUPYHQMUFWEDS-UHFFFAOYSA-N/FOUPYHQMUFWEDS-UHFFFAOYSA-N_xrMk9D_to_hippo.pkl.gz,2712.0,542.0
O=C(O)c1ccc2c(c1)OCO2,CC(C)C(N)c1nnc2ccccn12,Amidation,,,,x1594_0A-x1919_0A_159-P,20240925,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1919_0A,TXFMLAHGDGYIBB-UHFFFAOYSA-N,97,60.0,8.0,seQj3h,CC(C)C(NC(=O)c1ccc2c(c1)OCO2)c1nnc2ccccn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1900,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/TXFMLAHGDGYIBB-UHFFFAOYSA-N/TXFMLAHGDGYIBB-UHFFFAOYSA-N_seQj3h_to_hippo.pkl.gz,60.0,30.0
FC(F)(F)c1ccc2nnc(S)n2c1,CC(Cl)C(=O)Nc1ccc2c(c1)OCO2,Nucleophilic_substitution_with_thiol,,,,x1594_0A-x1919_0A_151-P,20240925,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1919_0A,LFVJYKAMLJVUBN-UHFFFAOYSA-N,110,20.0,18.0,2VnZVa,CC(Sc1nnc2ccc(C(F)(F)F)cn12)C(=O)Nc1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1919_0A_apo-desolv.pdb,1902,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/LFVJYKAMLJVUBN-UHFFFAOYSA-N/LFVJYKAMLJVUBN-UHFFFAOYSA-N_2VnZVa_to_hippo.pkl.gz,20.0,10.0
,,,,,,x1498_0A-x1140_0A_438-P,20240925,The reactants do not match the reaction SMARTS in reaction Reductive_amination in mol O=C1CCCC(c2cccnc2)C1 and NCc1ccc2c(c1)OCO2.,SMARTSError,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1140_0A,VMLFSSDGQWBMIF-UHFFFAOYSA-N,225,,,,c1cncc(C2CCCC(NCc3ccc4c(c3)OCO4)C2)c1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,1958,,,
NCc1nc(-c2ccccn2)no1,CCS(=O)(=O)F,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1498_0A-x1140_0A_164-P,20240925,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1140_0A,UZWLNQIMFWIOTL-UHFFFAOYSA-N,52,,,dK2PgN,CCS(=O)(=O)NCc1nc(-c2ccccn2)no1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1140_0A_apo-desolv.pdb,1846,,,
OC1CC2CC2C1,Nc1nccn2cnnc12,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,x0147_0A-x1071_0A_144-I,20240929,,,D68EV3CPROA-x0147_0A,D68EV3CPROA-x1071_0A,MKNLXTJWQIKETE-UHFFFAOYSA-N,616,1055.0,120.0,hgT8qb,c1cn2cnnc2c(NC2CC3CC3C2)n1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1071_0A_apo-desolv.pdb,0136,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/MKNLXTJWQIKETE-UHFFFAOYSA-N/MKNLXTJWQIKETE-UHFFFAOYSA-N_hgT8qb_to_hippo.pkl.gz,1055.0,141.0
,,,,,,x1020_0A-x1083_0A_259-P,20240925,Scaffold could not be minimised.,ScaffoldPlacementError,D68EV3CPROA-x1020_0A,D68EV3CPROA-x1083_0A,KEVYQWXHVSZHAP-UHFFFAOYSA-N,363,,,,CC(C)(O)CC(=O)N1CCC(NC(=O)CCN2CCCCC2)CC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,2110,,,
CCOC(=O)CC(=O)c1cc(C)on1,C1CCNCC1,Reductive_amination,,,,x1052_1A-x1083_0A_492-P,20240927,,,D68EV3CPROA-x1052_1A,D68EV3CPROA-x1083_0A,LSCGZEVKSKKXSF-UHFFFAOYSA-N,196,8780.0,0.0,Av8cQn,CCOC(=O)CC(c1cc(C)on1)N1CCCCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1052_1A_apo-desolv.pdb,0304,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/LSCGZEVKSKKXSF-UHFFFAOYSA-N/LSCGZEVKSKKXSF-UHFFFAOYSA-N_Av8cQn_to_hippo.pkl.gz,8780.0,1660.0
c1ccn2c(C3CCNCC3)nnc2c1,O=S(=O)(Cl)c1ccc2c(c1)OCCO2,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1594_0A-x2021_0A_328-I,20240927,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,NMJXDGOEQYNNKX-UHFFFAOYSA-N,547,,,gEimrs,O=S(=O)(c1ccc2c(c1)OCCO2)N1CCC(c2nnc3ccccn23)CC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x2021_0A_apo-desolv.pdb,0019,,,
